wallsMaterial;floorNumber;floorsTotal;totalArea;kitchenArea;latitude;longitude;price
3;2;16;38,2;10;55,876905;37,700658;6500000
2;4;14;38,7;8,6;55,876748;37,709488;6500000
2;2;2;41,4;11;55,943159;37,551753;6500000
2;3;9;30,2;6;55,801642;37,725191;6500000
4;5;9;32,1;6;55,739934;37,781021;6500000
3;4;12;32,2;7,7;55,767874;37,828802;6500000
2;4;5;33;5;55,815924;37,707709;6500000
4;2;16;34,5;9,5;55,791992;37,808195;6500000
2;6;9;33;6;55,804354;37,724175;6500000
3;1;12;37,9;6,5;55,804172;37,81663;6500000
4;1;12;37;6;55,804172;37,81663;6500000
3;1;14;35,5;9,1;55,740765;37,761878;6500000
3;13;17;37,9;8;55,716661;37,881102;6500000
4;3;14;36;8;55,741521;37,82997;6500000
3;5;12;39,2;8,6;55,777282;37,828605;6500000
3;9;12;39;8;55,709064;37,886672;6500000
3;12;17;42;10;55,722598;37,892223;6500000
3;5;5;45,1;6;55,810056;37,818283;6500000
3;7;9;45;6;55,738525;37,834462;6500000
4;5;9;32;5,5;55,708318;37,750532;6500000
3;5;9;32,3;5,1;55,708318;37,750532;6500000
4;5;9;32;5,5;55,708318;37,750532;6500000
5;6;32;30;7,3;55,64569;37,705347;6500000
5;7;32;30;7,3;55,64569;37,705347;6500000
3;5;13;33;7,2;55,647331;37,717519;6500000
3;2;9;33;7;55,71301;37,778793;6500000
3;12;14;35;8,2;55,70951;37,806677;6500000
3;5;14;37,9;8,3;55,702708;37,84702;6500000
3;8;17;37,7;8;55,699888;37,920969;6500000
1;4;17;36;11;55,670844;37,775433;6500000
3;5;14;36;10;55,68126;37,855967;6500000
4;1;9;38;7,5;55,699588;37,743462;6500000
3;11;17;38;7,5;55,672514;37,7585;6500000
3;1;17;38,3;8,4;55,701501;37,849643;6500000
3;2;24;40;12;55,664238;37,771831;6500000
2;1;5;42,1;6,1;55,717442;37,796957;6500000
3;3;17;40;10;55,699659;37,92538;6500000
3;2;9;44;6;55,677209;37,750469;6500000
3;9;9;44,3;6;55,706066;37,793256;6500000
3;3;9;44,6;6;55,653116;37,713459;6500000
3;6;17;57,8;8,8;55,702982;37,948844;6500000
3;3;9;32,6;6,7;55,609228;37,592896;6500000
3;2;9;32,8;6,7;55,624444;37,72396;6500000
4;8;9;31,8;6;55,680727;37,661473;6500000
3;1;12;31,3;6,9;55,625394;37,609425;6500000
3;7;9;33,2;6,7;55,625328;37,605373;6500000
3;9;16;35;11;55,632987;37,769558;6500000
3;8;12;33,5;7,8;55,602144;37,720142;6500000
2;2;9;36,7;9;55,645822;37,655472;6500000
3;13;14;39;9;55,616036;37,754386;6500000
3;12;16;38,7;8,5;55,626543;37,720582;6500000
3;22;22;38,6;10;55,611394;37,725909;6500000
3;10;12;39,1;10;55,598344;37,580975;6500000
3;14;22;40;10,5;55,642387;37,767753;6500000
3;2;24;44,6;10,7;55,580492;37,68836;6500000
3;3;9;34;6,5;55,649108;37,528433;6500000
3;6;14;33,5;8;55,540592;37,5175;6500000
3;4;17;37,6;7,5;55,538086;37,508113;6500000
3;5;9;38,9;8,5;55,5721;37,566485;6500000
3;5;9;38,9;8,5;55,5721;37,566485;6500000
3;10;17;39,6;8,3;55,567122;37,565326;6500000
3;2;12;33;7;55,713796;37,483939;6500000
3;12;17;35;10;55,704017;37,400683;6500000
3;2;12;35;9,6;55,676692;37,451671;6500000
3;4;9;37,7;7,5;55,611739;37,294089;6500000
1;5;17;37,22;16;55,643632;37,393164;6500000
3;19;25;32;8;55,862681;37,37244;6500000
3;1;5;32;6;55,864015;37,442069;6500000
3;1;5;32;5,6;55,864015;37,442069;6500000
3;2;12;35,3;10;55,85574;37,419925;6500000
3;9;9;59,8;6;55,993781;37,209261;6500000
5;7;25;32;5;55,565931;37,479376;6500000
5;20;25;33,4;10;55,56644;37,479861;6500000
1;6;17;34;11;55,600709;37,366466;6500000
5;7;25;35;10;55,571988;37,486418;6500000
5;8;11;42,6;12,5;55,626594;37,343919;6500000
3;12;17;40;10;55,635935;37,329815;6500000
5;5;17;39;8;55,492212;37,314813;6500000
2;7;9;46;7;55,471939;37,30088;6500000
5;2;5;50,8;12;55,515793;37,226644;6500000
5;3;9;32;6;55,858427;37,469287;6500000
3;1;5;30,6;5,6;55,861095;37,508948;6500000
4;4;5;32;6;55,822271;37,570932;6500000
3;3;5;30;5;55,810724;37,492482;6500000
5;2;18;31,6;8,5;55,894116;37,538036;6500000
3;1;5;31;6;55,861095;37,508948;6500000
2;1;5;30,1;5,5;55,81217;37,528208;6500000
3;9;9;33;6,7;55,866238;37,486742;6500000
3;4;9;33;7;55,828051;37,571965;6500000
4;2;12;36;10;55,88561;37,534227;6500000
4;1;12;35;10;55,876324;37,542958;6500000
4;8;12;36;10;55,880424;37,528235;6500000
4;2;12;35;7;55,88561;37,534227;6500000
3;11;16;35;11;55,840629;37,529852;6500000
4;1;5;35;6;55,873935;37,545536;6500000
4;9;12;36;10;55,891269;37,538062;6500000
4;1;12;35,5;9,6;55,82706;37,527876;6500000
3;12;14;35;10;55,870178;37,569081;6500000
3;14;19;45;12;55,947283;37,344934;6500000
4;2;9;32;5,7;55,829178;37,597297;6500000
4;8;8;32;5;55,814882;37,627768;6500000
3;1;9;30,6;6,7;55,868698;37,642025;6500000
3;7;9;33;6;55,86551;37,616656;6500000
3;15;16;36;8;55,894555;37,631586;6500000
4;2;12;35,1;10;55,869561;37,681254;6500000
2;1;5;35,5;8,5;55,820329;37,587191;6500000
3;4;12;39;9;55,889386;37,675532;6500000
4;6;12;39;13;55,893319;37,670492;6500000
3;7;14;38;7;55,913253;37,555849;6500000
3;15;16;38;8;55,869854;37,713809;6500000
1;7;16;38,4;7,4;55,913253;37,555849;6500000
4;5;14;39;6;55,888442;37,669531;6500000
4;16;17;38;8,5;55,89081;37,678954;6500000
3;13;17;39;8,5;55,878591;37,712129;6500000
3;2;14;38,32;6,2;55,88147;37,70514;6500000
3;6;17;38;8,3;55,883045;37,712551;6500000
4;13;14;40;10;55,86056;37,662847;6500000
3;14;17;41,1;9,4;55,928955;37,540793;6500000
3;9;9;48;6;55,891496;37,668489;6500000
3;9;9;57;6;55,891496;37,668489;6500000
4;3;5;31,4;5,3;55,813025;37,721391;6500000
2;2;5;30,3;6;55,791354;37,797703;6500000
2;3;9;30,2;5,7;55,797402;37,720447;6500000
3;5;5;31,9;5,3;55,753798;37,807126;6500000
3;5;9;33;6,5;55,810966;37,821508;6500000
3;6;9;33;6,7;55,810966;37,821508;6500000
3;2;9;37;7;55,807117;37,812363;6500000
4;4;14;35;10;55,807182;37,815103;6500000
3;2;14;35;10;55,749202;37,829943;6500000
4;2;12;35;9,2;55,759638;37,796274;6500000
3;11;14;38,9;8;55,740953;37,848682;6500000
3;8;12;39;9;55,777282;37,828605;6500000
3;2;10;38;8;55,711133;37,895026;6500000
3;9;14;39;9;55,82936;37,814968;6500000
3;6;12;38;8;55,712152;37,896544;6500000
3;11;12;38;6;55,746846;37,758554;6500000
5;12;14;38;8;55,733143;37,85409;6500000
3;2;10;39;8,4;55,715124;37,89181;6500000
3;16;17;39;9;55,738748;37,860836;6500000
3;5;5;40,6;6;55,824167;37,751457;6500000
5;1;5;43,3;6;55,823904;37,764043;6500000
3;9;9;45;6;55,719693;37,817951;6500000
5;4;9;31;10;55,670844;37,775433;6500000
3;5;5;31;6;55,70003;37,75771;6500000
4;7;9;31,5;6;55,710783;37,768624;6500000
3;1;5;31,7;6;55,705184;37,773933;6500000
3;6;9;33;5,2;55,710966;37,761824;6500000
2;2;9;34;6;55,69552;37,73597;6500000
2;1;10;35;6,5;55,712984;37,743121;6500000
5;2;25;36;12;55,665695;37,762911;6500000
3;17;17;37;8;55,700512;37,925218;6500000
5;18;32;37;13;55,645476;37,707215;6500000
3;1;12;35;5;55,701866;37,773017;6500000
5;12;17;36;13;55,670844;37,775433;6500000
4;4;12;35,1;9,9;55,73003;37,71866;6500000
5;9;12;36;13;55,670844;37,775433;6500000
5;24;32;36;11,7;55,646223;37,705832;6500000
3;16;16;37;10;55,714019;37,730185;6500000
5;24;32;36;12;55,646223;37,705832;6500000
3;9;16;36,6;8;55,647498;37,725837;6500000
2;4;9;35,1;6,2;55,700892;37,737183;6500000
3;10;16;37;9,8;55,675996;37,772388;6500000
4;11;12;35;10;55,713481;37,742151;6500000
3;12;14;35;8,2;55,70951;37,806677;6500000
4;2;16;35;10;55,678118;37,774194;6500000
3;1;9;35;6,5;55,713182;37,791621;6500000
3;20;22;38;10;55,669107;37,787435;6500000
3;10;14;38;8;55,656915;37,775766;6500000
3;5;17;38,5;8;55,66435;37,77714;6500000
3;14;17;38;8;55,657682;37,767645;6500000
5;12;17;39;9;55,687995;37,920664;6500000
3;4;17;38;7;55,702318;37,928174;6500000
3;8;14;38;6;55,677864;37,755841;6500000
3;20;22;39;10,5;55,669107;37,787435;6500000
3;1;8;39;8,6;55,6537;37,760243;6500000
3;6;15;38,6;7,5;55,658149;37,77069;6500000
3;3;14;42;9;55,647778;37,733105;6500000
3;4;22;40,2;10,2;55,701191;37,843328;6500000
3;4;14;40,1;7,9;55,695012;37,856057;6500000
3;18;24;42;10;55,700299;37,918023;6500000
3;1;5;45;6,5;55,699984;37,824562;6500000
3;4;9;45;6;55,673631;37,721202;6500000
2;2;4;45;6,5;55,657068;37,704808;6500000
3;9;25;45;13,1;55,698224;37,923044;6500000
2;1;2;50,3;7;55,655889;37,705473;6500000
3;3;5;31,4;5,2;55,635757;37,670816;6500000
2;4;9;30,3;5,9;55,680331;37,644764;6500000
3;5;5;30;5,5;55,686015;37,679484;6500000
3;9;9;32;6;55,602617;37,584514;6500000
3;3;5;31,4;5,2;55,635757;37,670816;6500000
2;5;5;30,9;6;55,703581;37,592932;6500000
2;5;5;31;6;55,70387;37,59427;6500000
3;5;9;33;6;55,606187;37,623358;6500000
2;7;9;33,1;5,5;55,621384;37,6577;6500000
3;2;12;33;6,5;55,625303;37,743543;6500000
4;2;12;34;9,9;55,678402;37,684578;6500000
3;6;9;33;6;55,618842;37,747118;6500000
3;7;16;36;8;55,574732;37,668678;6500000
3;6;12;35;10;55,695109;37,611194;6500000
3;1;5;35;6;55,65111;37,606092;6500000
3;6;9;35;6,6;55,609736;37,735413;6500000
3;9;16;35,6;11;55,632987;37,769558;6500000
3;7;16;36;8;55,574732;37,668678;6500000
3;2;14;39;8,6;55,6413;37,767582;6500000
3;3;17;38,9;8,5;55,607066;37,753236;6500000
3;1;14;39;9;55,627397;37,718471;6500000
3;2;16;38;10;55,623219;37,731793;6500000
3;10;12;38,8;8,5;55,624876;37,75152;6500000
3;9;14;38,9;8,6;55,626548;37,725963;6500000
3;14;14;38,7;8;55,642926;37,772271;6500000
3;13;14;38,8;8,6;55,637179;37,752922;6500000
3;12;17;38;8,5;55,630101;37,760692;6500000
3;9;16;42;9;55,588628;37,671265;6500000
3;2;14;40;10;55,638938;37,76937;6500000
3;8;14;40,9;8,5;55,640589;37,770573;6500000
3;5;14;41;8,6;55,626543;37,720582;6500000
4;8;14;40,8;6;55,600933;37,660548;6500000
1;2;16;43;14;55,607519;37,655769;6500000
3;3;12;45,6;7;55,585698;37,654565;6500000
3;2;9;29;6;55,617022;37,539706;6500000
3;3;9;32;6;55,625491;37,504834;6500000
4;4;9;32;5,2;55,653152;37,565515;6500000
3;2;5;30;6;55,641605;37,520276;6500000
2;2;9;30;6;55,673372;37,577472;6500000
4;1;9;32;7;55,643637;37,596588;6500000
3;9;9;33;8;55,643637;37,596588;6500000
3;5;9;33;6;55,60193;37,517859;6500000
3;13;16;34;8,5;55,541392;37,517374;6500000
3;8;9;33;6;55,603151;37,512829;6500000
3;8;9;34;7;55,645288;37,541341;6500000
3;13;17;33,7;8,5;55,538794;37,511436;6500000
2;4;5;34;7;55,689126;37,592707;6500000
5;5;9;33;6;55,592479;37,544009;6500000
3;8;9;33;6;55,603151;37,512829;6500000
3;3;9;35;7;55,624037;37,485134;6500000
3;4;17;39;9;55,550397;37,554079;6500000
2;1;12;39;9;55,573368;37,581262;6500000
3;13;14;39;9;55,5718;37,570222;6500000
3;14;15;38;8,5;55,548721;37,57068;6500000
3;8;10;38,5;8,6;55,548227;37,546399;6500000
3;7;14;42;9;55,577856;37,572001;6500000
3;2;9;45,6;6;55,540027;37,579421;6500000
3;5;9;27;6;55,736164;37,490604;6500000
2;5;5;31;6;55,721422;37,40999;6500000
2;4;5;31,5;6;55,741049;37,397189;6500000
3;2;5;30;6;55,710519;37,48773;6500000
2;1;9;33;6;55,738662;37,470842;6500000
3;6;9;33;8;55,711529;37,40265;6500000
3;3;17;35,8;9,1;55,64065;37,407052;6500000
3;2;12;35;7;55,713796;37,483939;6500000
3;14;22;38,3;10,4;55,705995;37,398419;6500000
3;13;17;38;9;55,642311;37,411122;6500000
3;5;14;38,7;9;55,6375;37,363565;6500000
3;7;14;38,8;8,6;55,636641;37,362145;6500000
3;4;17;38,4;8,7;55,636351;37,348437;6500000
5;19;25;32;8,5;55,862681;37,37244;6500000
5;19;25;32;8;55,862681;37,37244;6500000
2;3;5;32;6;55,855942;37,413619;6500000
2;2;5;30;6;55,796258;37,455085;6500000
5;19;25;32;8;55,862681;37,37244;6500000
2;4;5;33;8;55,843449;37,402201;6500000
3;5;9;33;6,6;55,857766;37,422674;6500000
3;7;9;33;7;55,861701;37,430543;6500000
3;6;16;36,3;11;55,842524;37,387765;6500000
1;3;25;36,1;10;55,860746;37,372431;6500000
2;1;5;36;6;55,827024;37,43384;6500000
3;1;12;38;7;55,853486;37,41458;6500000
3;1;12;39;9,5;55,849125;37,447836;6500000
4;1;14;40;10;55,833804;37,456001;6500000
1;8;18;41;9;55,968;37,150583;6500000
3;7;14;52;9;55,988782;37,15079;6500000
3;20;22;50;8;55,987054;37,173005;6500000
3;9;9;50;6;55,993666;37,210213;6500000
4;1;17;63,5;9,5;55,993424;37,225637;6500000
5;2;8;33;7;55,656219;37,422827;6500000
3;4;17;37;7,5;55,644476;37,328009;6500000
3;2;21;35;11;55,578218;37,47775;6500000
3;12;17;37;8;55,640624;37,328917;6500000
1;7;17;39;11;55,524319;37,514015;6500000
5;1;3;38,5;11,5;55,518295;37,395257;6500000
3;12;17;38,3;7,3;55,605393;37,3644;6500000
5;5;14;38;7;55,618735;37,266214;6500000
3;15;17;38;9;55,604753;37,358426;6500000
3;10;17;39;9,5;55,622573;37,303162;6500000
3;5;17;38,4;8,4;55,603919;37,358633;6500000
3;7;17;38;7,9;55,591025;37,377623;6500000
3;13;17;38;7,5;55,621333;37,303602;6500000
1;3;9;38,9;11;55,592256;37,459361;6500000
3;14;17;39;10;55,623595;37,309172;6500000
3;5;17;38,5;7,3;55,642774;37,327093;6500000
3;10;17;38;10;55,602759;37,367445;6500000
3;17;17;38;10;55,567845;37,47165;6500000
3;10;17;38,6;7,4;55,519182;37,349425;6500000
5;3;16;38,6;12,6;55,594107;37,458166;6500000
3;17;17;38;10;55,567845;37,47165;6500000
3;9;17;40;10;55,642103;37,3288;6500000
3;5;25;42;10;55,599748;37,356306;6500000
3;3;17;40;10;55,598985;37,358633;6500000
5;8;16;41;8,5;55,60368;37,360223;6500000
5;9;11;41,7;11,4;55,626594;37,343919;6500000
5;7;12;40,3;11;55,592937;37,457403;6500000
5;3;3;42;16;55,52014;37,393856;6500000
5;1;9;43;10;55,627727;37,342984;6500000
3;13;17;45;10;55,595699;37,343398;6500000
5;2;16;48;12;55,564709;37,494117;6500000
3;15;17;60;8;55,503135;37,324784;6500000
5;3;3;60,4;14;55,580289;37,158686;6500000
2;1;1;43;4,3;55,49367;37,310537;6500000
1;11;17;60,9;11,8;55,492212;37,314813;6500000
4;3;3;75,45;8,3;55,495537;36,915341;6500000
5;4;4;110,8;20;55,536502;37,158866;6500000
3;3;5;32;7;55,86207;37,507753;6500000
2;2;8;32;6;55,844662;37,564464;6500000
2;2;5;31,8;6,5;55,844794;37,494773;6500000
2;4;5;32;7;55,831362;37,529322;6500000
2;8;9;30,2;6;55,864308;37,466718;6500000
2;7;9;32;6;55,865318;37,465865;6500000
2;5;5;30;5,5;55,847806;37,494521;6500000
4;1;5;32;6;55,794062;37,571165;6500000
2;8;8;30;5,7;55,844662;37,564464;6500000
3;2;9;32,5;6,7;55,881646;37,538269;6500000
3;2;5;30,2;6;55,830316;37,492536;6500000
2;4;9;30;6;55,863727;37,467105;6500000
3;2;12;34,9;9;55,874981;37,493219;6500000
4;7;12;33;9,9;55,88513;37,523447;6500000
3;8;12;35,1;9,6;55,877425;37,516485;6500000
3;7;17;37,7;8;55,873587;37,567033;6500000
3;1;12;35,1;7,5;55,866788;37,468901;6500000
3;7;9;36,6;6;55,876688;37,556846;6500000
4;3;12;35;10;55,891936;37,537865;6500000
3;12;16;36,2;10;55,840417;37,54065;6500000
3;10;17;37,7;8;55,881025;37,52616;6500000
3;17;17;38;8;55,874334;37,513826;6500000
3;9;16;38;9;55,840417;37,54065;6500000
5;11;17;39;8;55,877198;37,512425;6500000
3;9;12;41;9;55,871718;37,563143;6500000
3;5;9;45;6;55,885322;37,527687;6500000
5;8;9;26;4;55,920971;37,556936;6500000
2;1;3;32;7,3;55,850626;37,65779;6500000
4;1;9;32;7;55,838445;37,652247;6500000
3;5;9;32,9;6,6;55,881934;37,676259;6500000
3;4;9;32,6;6;55,864258;37,609425;6500000
5;7;9;31;7;55,920381;37,553217;6500000
2;12;12;32,3;7,2;55,873976;37,606568;6500000
3;4;9;32,4;6,7;55,862833;37,614581;6500000
2;1;9;30;6;55,819965;37,62157;6500000
3;10;12;34,1;8,1;55,880106;37,649687;6500000
3;5;9;33;6;55,886973;37,667483;6500000
3;8;9;33;7;55,888018;37,668031;6500000
3;6;9;33;7;55,864348;37,69251;6500000
3;7;17;35;10;55,932344;37,542931;6500000
3;1;16;36;8;55,869647;37,619405;6500000
3;3;16;37,4;8;55,903014;37,550801;6500000
3;12;16;36,3;8;55,893379;37,610467;6500000
4;5;12;35;9,7;55,872218;37,69595;6500000
3;8;16;35,7;8;55,895353;37,614267;6500000
3;5;9;35;6,5;55,880869;37,651035;6500000
3;7;9;35;9;55,866531;37,619297;6500000
3;14;22;38,1;10;55,912032;37,555984;6500000
3;5;17;38;8;55,889427;37,678469;6500000
3;1;12;39;10,5;55,856189;37,587497;6500000
3;8;14;38;8;55,913253;37,555849;6500000
3;1;12;40;9;55,869198;37,602355;6500000
3;6;12;41,2;8,5;55,859655;37,587075;6500000
2;8;9;29,7;5,7;55,804127;37,71521;6500000
2;5;5;30;6;55,789871;37,783383;6500000
2;7;9;31,5;7;55,779449;37,729988;6500000
2;3;9;31,2;7;55,75746;37,758572;6500000
2;1;5;30,5;6;55,791395;37,800371;6500000
2;2;9;30,1;6;55,789988;37,802679;6500000
2;2;9;30,1;6;55,789988;37,802679;6500000
3;6;9;32,6;6,7;55,810966;37,821508;6500000
3;3;5;31,4;5,3;55,813025;37,721391;6500000
2;1;9;30,1;6;55,789952;37,798897;6500000
2;7;8;30,5;6;55,814072;37,715498;6500000
2;6;9;30,5;6;55,804354;37,724175;6500000
3;3;5;32;6;55,750069;37,79896;6500000
3;7;22;34,3;10;55,767874;37,831371;6500000
4;5;14;34,8;9,7;55,718086;37,819514;6500000
3;7;9;33;7;55,804369;37,772235;6500000
3;2;9;33;7;55,735662;37,825353;6500000
3;3;14;34;8;55,741521;37,82997;6500000
2;7;9;33;8;55,823783;37,716091;6500000
2;5;5;33;5,6;55,797751;37,781614;6500000
3;4;5;34;6;55,798986;37,722846;6500000
3;3;5;33;6;55,81388;37,801215;6500000
4;1;12;35;10;55,747353;37,818058;6500000
4;5;14;35;9;55,718086;37,819514;6500000
3;11;14;35,7;9,5;55,816971;37,819226;6500000
4;3;5;35;5,1;55,793283;37,726412;6500000
3;2;17;37,5;8,5;55,734202;37,82847;6500000
2;3;5;35;8,4;55,796051;37,818714;6500000
4;8;12;35,1;10,6;55,723146;37,826862;6500000
3;7;9;37,4;7;55,805058;37,8191;6500000
6;5;5;35,2;7;55,761391;37,789025;6500000
4;11;14;35;10;55,76799;37,837435;6500000
4;4;16;35,1;10;55,811401;37,812525;6500000
3;2;16;36;8,5;55,745199;37,810477;6500000
4;10;14;35,3;9,7;55,765974;37,741603;6500000
3;3;9;35,3;7;55,757055;37,824616;6500000
3;3;9;38,7;9;55,713669;37,89791;6500000
3;4;17;38;6;55,776644;37,827491;6500000
4;11;14;38;10;55,820673;37,714644;6500000
3;12;14;38;9,7;55,755707;37,784937;6500000
3;11;14;38;7,5;55,716848;37,882962;6500000
5;10;12;38,8;8,5;55,822999;37,760845;6500000
3;6;24;40;10;55,720083;37,903048;6500000
3;1;14;40;9;55,82936;37,814968;6500000
3;2;9;42,8;6;55,821173;37,828883;6500000
3;2;9;42;6;55,720621;37,830644;6500000
3;8;12;40;8;55,712964;37,89402;6500000
3;12;17;40;10;55,74334;37,87202;6500000
3;5;9;44;6;55,814603;37,811546;6500000
3;8;9;44,1;6;55,822822;37,832351;6500000
4;9;9;44,4;6;55,73364;37,819208;6500000
3;8;9;44,1;6;55,822822;37,832351;6500000
3;7;9;45;6;55,711113;37,854359;6500000
3;7;9;45;6;55,711113;37,854359;6500000
3;1;9;45;6;55,738753;37,832117;6500000
3;7;9;46,9;6,1;55,711113;37,854359;6500000
2;5;5;47,1;6;55,718263;37,861851;6500000
3;9;24;45;10;55,721645;37,907728;6500000
3;2;9;45;7;55,740401;37,834578;6500000
3;6;9;59,9;12;55,821846;37,871508;6500000
3;4;9;26;5,5;55,724865;37,666252;6500000
3;5;9;26;6;55,724865;37,666252;6500000
3;1;9;30,5;7,7;55,714729;37,734425;6500000
3;3;5;31,7;5,5;55,700344;37,759668;6500000
2;3;5;32;6;55,729219;37,762695;6500000
2;2;4;31,2;6;55,707502;37,682152;6500000
3;5;9;31;7,5;55,714729;37,734425;6500000
4;8;16;34,5;9;55,708268;37,817052;6500000
3;4;12;35;10;55,719069;37,731838;6500000
4;11;12;35;10;55,713481;37,798188;6500000
4;2;12;34,4;9,7;55,698883;37,741773;6500000
4;12;12;35;9;55,703672;37,741019;6500000
2;3;5;33,3;8;55,70353;37,677768;6500000
2;7;9;35;6;55,713796;37,743328;6500000
1;10;32;37;13;55,645476;37,707215;6500000
3;3;16;36;9,2;55,655417;37,766046;6500000
3;14;14;37;7;55,683041;37,852006;6500000
3;12;14;35;8,2;55,70951;37,806677;6500000
3;15;17;37,4;7;55,696778;37,799149;6500000
3;3;17;36;9,2;55,67956;37,854817;6500000
5;13;32;37;14;55,645476;37,707215;6500000
3;12;14;35;8;55,70951;37,806677;6500000
3;1;12;35;5;55,701866;37,773017;6500000
3;5;9;37,1;8,5;55,705777;37,780994;6500000
3;10;17;37,5;7,5;55,707284;37,924221;6500000
3;10;17;36,4;7,8;55,700928;37,919397;6500000
5;13;32;37;14;55,645476;37,707215;6500000
2;6;9;35;6;55,713796;37,743328;6500000
5;14;17;36,2;13;55,670844;37,775433;6500000
4;5;12;35;9;55,720205;37,789366;6500000
2;13;14;35,6;8,2;55,677839;37,763638;6500000
3;3;12;38;7;55,70007;37,816801;6500000
3;6;10;39,1;8,5;55,647778;37,733105;6500000
3;14;17;38;11;55,701039;37,93351;6500000
3;16;22;38,3;10;55,706695;37,918616;6500000
3;8;17;38;8;55,699888;37,920969;6500000
5;25;25;38,6;9;55,703185;37,931713;6500000
3;9;14;38;7,5;55,689629;37,858312;6500000
4;5;12;38,6;6,4;55,637179;37,793948;6500000
5;12;17;39;9;55,687995;37,920664;6500000
3;2;24;38,5;12;55,664238;37,771831;6500000
3;8;12;41,2;8,4;55,644318;37,710584;6500000
3;3;8;40,5;9;55,650277;37,763638;6500000
3;12;16;40,3;8,5;55,650394;37,725235;6500000
2;5;5;42;5;55,685102;37,753308;6500000
2;7;9;42,2;5,5;55,734192;37,751915;6500000
3;13;14;40;8;55,667427;37,780563;6500000
3;3;8;40,5;9;55,650277;37,763638;6500000
3;9;12;40;8,5;55,673468;37,750936;6500000
4;8;14;40;6;55,708278;37,828901;6500000
2;8;9;43;6;55,734912;37,748421;6500000
2;8;9;43;5,5;55,734912;37,748421;6500000
3;1;5;43;6;55,636717;37,799894;6500000
2;8;9;43;5,5;55,734912;37,748421;6500000
3;3;5;44,7;6;55,73071;37,770034;6500000
2;5;9;44;6;55,734131;37,749724;6500000
3;5;9;45;6,5;55,694317;37,823924;6500000
3;5;5;45;5,5;55,713806;37,767528;6500000
5;6;12;45,8;6;55,702399;37,808617;6500000
2;1;2;50,3;7;55,655889;37,705473;6500000
3;2;17;51,7;9,8;55,70354;37,949626;6500000
3;6;9;32,5;7;55,60995;37,586392;6500000
4;8;9;31,8;6;55,680727;37,661473;6500000
3;4;9;32;6,5;55,607565;37,614222;6500000
3;1;12;31,3;6,9;55,625394;37,609425;6500000
3;4;9;32,5;7;55,616427;37,739321;6500000
3;2;9;30;6;55,612217;37,58641;6500000
3;5;9;32,6;6;55,614343;37,732979;6500000
2;4;9;30;5,6;55,680331;37,644764;6500000
3;6;9;33;7,6;55,633333;37,601421;6500000
3;2;9;33;7;55,611297;37,582736;6500000
4;9;12;34,7;9,7;55,60815;37,610431;6500000
3;12;14;34,7;9,5;55,622202;37,58791;6500000
3;7;9;33,2;6,7;55,625328;37,605373;6500000
3;3;9;33;8;55,632103;37,600657;6500000
3;4;9;33;6,5;55,627041;37,601933;6500000
3;12;12;33;8;55,597149;37,591943;6500000
3;7;9;33,2;7;55,621191;37,70258;6500000
3;2;5;34;6;55,625196;37,674139;6500000
3;2;17;37;7;55,60195;37,664752;6500000
5;7;45;35;5;55,579811;37,67131;6500000
3;3;12;35;6;55,580991;37,669297;6500000
3;5;12;36;10;55,62419;37,65452;6500000
3;13;14;38,8;8,6;55,642296;37,770807;6500000
3;3;17;38;8,5;55,641854;37,763827;6500000
3;12;14;38,9;8,6;55,642296;37,770807;6500000
3;5;12;41;9;55,576661;37,668246;6500000
5;4;4;40,5;8;55,703773;37,640066;6500000
5;4;4;42;5;55,703773;37,640066;6500000
3;5;9;44,4;6,2;55,580854;37,666126;6500000
3;10;12;43;8,5;55,58726;37,672477;6500000
3;2;9;44,5;6;55,616432;37,749211;6500000
3;8;9;44;6;55,586476;37,643031;6500000
3;3;12;46;6;55,584889;37,654143;6500000
4;3;9;32,5;5,2;55,654061;37,573357;6500000
3;1;9;32,4;6,8;55,652004;37,525998;6500000
4;2;9;31,6;5,2;55,683828;37,597917;6500000
4;2;5;31;6;55,660907;37,583652;6500000
2;7;9;31;5,4;55,65018;37,591737;6500000
4;4;9;32;6;55,654386;37,573249;6500000
4;1;9;32,6;6;55,627066;37,509685;6500000
3;3;9;33,3;7;55,637591;37,518848;6500000
5;11;19;34;8,5;55,559746;37,575639;6500000
3;3;9;33;6,5;55,654061;37,573357;6500000
3;8;9;33,1;6;55,615848;37,494476;6500000
2;5;5;34,5;8;55,675524;37,598618;6500000
3;2;12;35,6;9,3;55,548884;37,565111;6500000
3;2;12;36;10;55,652075;37,555409;6500000
3;4;17;37,8;8,5;55,546287;37,555598;6500000
4;4;12;35;10;55,662831;37,589069;6500000
3;10;17;38;7,9;55,543903;37,54983;6500000
3;14;16;38;8;55,632774;37,537973;6500000
3;7;14;39;9;55,549261;37,545402;6500000
3;10;17;39;8,5;55,567122;37,565326;6500000
3;2;14;38;10;55,540363;37,521462;6500000
3;11;14;42;9;55,577505;37,573977;6500000
3;9;17;42;9;55,50368;37,588745;6500000
3;6;9;50;8;55,537567;37,578855;6500000
3;6;9;50;8;55,537567;37,578855;6500000
3;5;5;30;5;55,710235;37,486966;6500000
3;2;9;30,6;6;55,706431;37,470976;6500000
2;2;5;32;5;55,72344;37,405857;6500000
2;2;5;30,2;6;55,736787;37,407007;6500000
